sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Metachirus_nudicaudatus,3.34E-01,3.34E-01,1.32E-04,1.37E-04,6.67E-01,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,6.68E-01,6.68E-01,6.68E-01,6.73E-01,4.71E-03,5.00E-01,9.68E-04,3.34E-01,3.34E-01,9.84E-04,3.33E-01,7.83E-05,1.15E-04,3.39E-01,6.67E-01,3.34E-01,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.06E-05,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,5.16E-01,3.94E-03,6.75E-01,6.67E-01,3.33E-01,3.33E-01,3.33E-01,6.45E-04,6.45E-04,2.22E-05,6.68E-01,6.67E-01,5.00E-01,6.68E-01,1.00E+00,3.34E-01,3.34E-01,3.34E-01,7.26E-04,3.34E-01,5.01E-01,3.33E-01,6.69E-01,5.00E-01,6.67E-01,6.67E-01,0.00E+00,6.67E-01,5.02E-01,6.69E-01,1.37E-04,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,2.39E-04,5.00E-01,3.34E-01,5.02E-01,3.35E-01,6.67E-01,5.00E-01,3.89E-06,4.10E-03,6.67E-01,3.34E-01,2.67E-04,3.33E-01,3.34E-01,3.34E-01,1.18E-06,6.71E-01,6.67E-01,1.21E-05,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.85E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,3.33E-01,3.34E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.33E-01,7.30E-04
Mungos_mungo,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.18E-01,6.68E-01,3.34E-01,6.68E-01,6.73E-01,6.71E-01,5.00E-01,5.01E-01,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,6.67E-01,6.67E-01,6.68E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.16E-01,6.70E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.68E-01,6.67E-01,1.95E-04,6.68E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,5.01E-01,3.34E-01,4.09E-04,3.33E-01,6.68E-01,5.00E-01,6.67E-01,3.33E-01,6.67E-01,0.00E+00,5.02E-01,3.35E-01,6.67E-01,6.67E-01,3.33E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,6.67E-01,5.00E-01,6.67E-01,5.01E-01,6.68E-01,3.33E-01,1.59E-05,6.67E-01,6.71E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.71E-01,6.67E-01,5.00E-01,5.00E-01,5.00E-01,1.21E-04,1.49E-04,6.84E-01,3.33E-01,3.33E-01,3.33E-01,5.00E-01,6.76E-01,7.16E-01,3.34E-01,3.34E-01,6.86E-01,6.92E-01,6.84E-01,6.67E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,3.33E-01,6.67E-01
Muntiacus_muntjak,5.00E-01,5.01E-01,5.02E-01,5.02E-01,5.01E-01,5.02E-01,1.74E-03,5.00E-01,1.85E-02,1.60E-02,5.00E-01,6.35E-05,1.27E-05,7.42E-03,5.05E-01,1.52E-03,5.01E-01,5.01E-01,5.01E-01,5.00E-01,5.02E-01,5.02E-01,5.02E-01,5.06E-01,5.01E-01,7.61E-04,5.00E-01,1.33E-03,1.44E-03,5.71E-04,1.24E-03,5.02E-01,5.02E-01,5.01E-01,1.74E-03,5.02E-01,5.02E-01,5.02E-01,5.02E-01,5.02E-01,1.40E-02,5.04E-01,5.11E-01,5.02E-01,5.02E-01,5.02E-01,5.02E-01,5.01E-01,5.01E-01,5.02E-01,5.00E-01,5.01E-01,5.02E-01,5.00E-01,4.98E-01,5.01E-01,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.02E-01,1.12E-03,1.51E-03,5.01E-01,5.02E-01,5.02E-01,5.02E-01,0.00E+00,5.01E-01,5.02E-01,5.01E-01,5.01E-01,5.01E-01,1.76E-03,5.27E-03,5.01E-01,5.04E-01,5.11E-01,5.05E-01,5.01E-01,5.01E-01,5.01E-01,1.69E-03,5.01E-01,5.00E-01,5.01E-01,5.02E-01,5.02E-01,5.02E-01,5.04E-01,9.39E-04,5.01E-01,5.01E-01,5.02E-01,5.01E-01,5.01E-01,5.02E-01,5.05E-01,5.01E-01,5.02E-01,1.75E-03,1.74E-03,5.02E-01,5.02E-01,2.51E-02,1.74E-03,1.73E-03,5.02E-01,1.71E-03,5.13E-01,7.18E-02,5.01E-01,5.01E-01,2.68E-02,3.58E-02,2.46E-02,5.02E-01,1.43E-03,1.26E-03,3.71E-03,8.12E-03,1.52E-03,5.16E-01,5.02E-01,5.01E-01
Myrmecophaga_tridactyla,6.67E-01,6.68E-01,6.68E-01,6.68E-01,3.35E-01,6.68E-01,5.03E-01,6.68E-01,5.17E-01,5.15E-01,3.34E-01,6.67E-01,3.34E-01,3.38E-01,6.70E-01,5.03E-01,5.02E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,5.03E-01,6.70E-01,3.34E-01,6.68E-01,3.34E-01,6.68E-01,6.68E-01,3.34E-01,3.35E-01,6.68E-01,1.81E-03,3.35E-01,3.35E-01,3.35E-01,6.69E-01,3.35E-01,3.35E-01,6.68E-01,5.13E-01,6.69E-01,3.40E-01,3.35E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,5.03E-01,3.34E-01,3.35E-01,2.78E-03,3.34E-01,9.98E-01,6.68E-01,6.68E-01,6.68E-01,5.02E-01,6.68E-01,2.18E-03,6.68E-01,3.33E-01,5.03E-01,3.34E-01,1.75E-03,6.69E-01,3.35E-01,5.01E-01,0.00E+00,6.68E-01,3.35E-01,6.68E-01,3.34E-01,3.35E-01,3.36E-01,3.35E-01,6.69E-01,3.40E-01,3.36E-01,6.67E-01,6.67E-01,6.68E-01,5.03E-01,6.68E-01,5.01E-01,3.33E-01,1.87E-03,2.61E-03,6.69E-01,6.69E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,3.35E-01,6.69E-01,3.36E-01,3.35E-01,5.03E-01,5.03E-01,5.03E-01,3.35E-01,2.74E-03,3.49E-01,6.69E-01,6.69E-01,3.35E-01,5.03E-01,3.41E-01,3.81E-01,1.53E-03,1.42E-03,3.50E-01,6.90E-01,3.49E-01,3.35E-01,6.68E-01,6.68E-01,3.35E-01,3.38E-01,5.03E-01,3.43E-01,6.69E-01,6.68E-01
Nandinia_binotata,3.34E-01,3.34E-01,5.58E-06,0.00E+00,6.67E-01,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,6.68E-01,6.68E-01,6.68E-01,6.73E-01,4.57E-03,5.00E-01,7.61E-04,3.34E-01,3.34E-01,8.46E-04,3.33E-01,5.92E-05,9.07E-05,3.38E-01,6.67E-01,3.34E-01,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,7.69E-05,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,5.16E-01,3.81E-03,6.75E-01,6.67E-01,3.33E-01,3.33E-01,3.33E-01,5.08E-04,5.08E-04,2.28E-04,6.68E-01,6.67E-01,5.00E-01,6.68E-01,1.00E+00,3.34E-01,3.34E-01,3.34E-01,5.19E-04,3.34E-01,5.00E-01,3.33E-01,6.68E-01,5.00E-01,6.67E-01,6.67E-01,1.37E-04,6.67E-01,5.02E-01,6.68E-01,0.00E+00,3.34E-01,3.33E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,1.02E-04,5.00E-01,3.33E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,1.34E-04,3.96E-03,6.67E-01,3.33E-01,1.30E-04,3.33E-01,3.34E-01,3.34E-01,1.39E-04,6.71E-01,6.67E-01,2.18E-04,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,3.33E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.33E-01,5.92E-04
Nasua_narica,6.67E-01,6.67E-01,3.34E-01,3.34E-01,3.33E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.17E-01,3.34E-01,6.68E-01,3.34E-01,3.39E-01,3.38E-01,5.00E-01,5.04E-04,3.33E-01,3.33E-01,3.34E-01,6.67E-01,3.34E-01,3.48E-04,6.72E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,3.33E-01,3.34E-01,3.34E-01,1.02E-05,3.34E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,5.15E-01,3.37E-01,3.41E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,4.86E-04,3.34E-01,3.33E-01,5.00E-01,3.34E-01,1.00E+00,3.33E-01,3.34E-01,3.33E-01,2.62E-04,3.34E-01,5.00E-01,3.34E-01,3.35E-01,5.00E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.35E-01,3.34E-01,0.00E+00,3.33E-01,3.35E-01,3.34E-01,3.38E-01,6.67E-01,3.37E-01,3.41E-01,3.38E-01,3.35E-01,3.35E-01,3.33E-01,5.00E-01,6.67E-01,5.01E-01,1.46E-03,3.34E-01,5.00E-01,3.34E-01,3.37E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,1.26E-04,3.34E-01,3.37E-01,3.34E-01,4.76E-04,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,9.58E-03,3.82E-01,3.33E-01,3.33E-01,3.52E-01,6.91E-01,3.51E-01,2.68E-04,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,1.15E-02,3.34E-01,3.34E-01
Nasua_nasua,6.67E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.17E-01,6.68E-01,3.34E-01,6.68E-01,6.72E-01,3.38E-01,5.00E-01,5.34E-04,1.34E-04,1.02E-04,3.34E-01,6.67E-01,3.34E-01,3.18E-04,6.72E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,4.56E-04,6.67E-01,6.67E-01,5.00E-01,6.67E-01,6.66E-01,1.02E-04,6.94E-04,8.09E-05,2.92E-04,2.29E-04,5.00E-01,2.21E-04,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.33E-01,5.01E-01,6.68E-01,3.33E-01,3.33E-01,0.00E+00,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.49E-03,6.75E-01,6.71E-01,1.48E-03,1.24E-03,3.33E-01,5.00E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.34E-01,3.37E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.71E-01,6.67E-01,4.46E-04,5.00E-01,5.00E-01,3.34E-01,5.00E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.00E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.08E-04,3.34E-01
Neofelis_nebulosa,3.34E-01,3.34E-01,6.68E-01,6.68E-01,1.40E-03,3.35E-01,5.02E-01,3.34E-01,5.18E-01,5.15E-01,3.26E-04,6.67E-01,3.34E-01,3.38E-01,6.70E-01,5.02E-01,5.02E-01,6.68E-01,6.68E-01,6.67E-01,3.35E-01,6.68E-01,5.02E-01,3.37E-01,8.76E-04,6.68E-01,6.00E-04,6.68E-01,6.68E-01,3.34E-01,3.35E-01,6.68E-01,3.35E-01,3.35E-01,3.35E-01,1.55E-03,3.35E-01,1.61E-03,1.63E-03,3.35E-01,5.13E-01,6.69E-01,6.78E-03,1.67E-03,3.35E-01,3.35E-01,3.35E-01,6.68E-01,6.68E-01,5.02E-01,6.73E-04,1.40E-03,5.02E-01,6.64E-04,9.98E-01,6.68E-01,6.67E-01,6.68E-01,5.02E-01,6.68E-01,5.02E-01,6.68E-01,3.34E-01,5.02E-01,9.18E-04,3.35E-01,6.68E-01,6.68E-01,5.01E-01,3.34E-01,6.68E-01,3.35E-01,6.68E-01,0.00E+00,3.35E-01,3.36E-01,6.68E-01,6.69E-01,6.78E-03,3.03E-03,6.67E-01,6.67E-01,6.68E-01,5.02E-01,3.35E-01,9.33E-04,3.33E-01,3.35E-01,5.02E-01,6.68E-01,6.69E-01,6.68E-01,3.35E-01,6.68E-01,3.35E-01,3.34E-01,3.35E-01,6.68E-01,2.69E-03,9.69E-04,5.02E-01,5.02E-01,5.02E-01,6.68E-01,5.02E-01,3.50E-01,6.68E-01,6.68E-01,6.68E-01,5.02E-01,3.42E-01,3.81E-01,3.35E-01,3.35E-01,3.51E-01,6.90E-01,3.49E-01,3.35E-01,6.68E-01,6.68E-01,3.35E-01,3.38E-01,5.02E-01,3.43E-01,6.68E-01,6.68E-01
Nesomys_rufus,6.68E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,1.48E-05,6.68E-01,2.03E-02,1.77E-02,3.35E-01,3.35E-01,1.16E-03,6.12E-03,6.71E-01,2.33E-04,5.01E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,7.90E-04,3.42E-04,6.67E-01,3.33E-01,3.34E-01,1.16E-05,3.33E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,1.57E-02,6.71E-01,3.42E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,1.92E-03,2.46E-04,3.34E-01,3.33E-01,6.67E-01,6.67E-01,1.76E-03,3.35E-01,6.67E-01,3.34E-01,6.67E-01,3.35E-01,0.00E+00,4.68E-03,6.67E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,6.67E-01,6.50E-05,6.67E-01,5.02E-01,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.38E-01,3.34E-01,5.00E-01,7.36E-06,1.10E-05,6.67E-01,5.00E-01,1.79E-02,3.33E-01,3.33E-01,6.67E-01,4.28E-05,3.43E-01,4.91E-02,3.34E-01,3.34E-01,1.90E-02,3.58E-01,1.75E-02,3.33E-01,3.34E-01,3.34E-01,3.65E-03,6.59E-03,2.33E-04,3.45E-01,6.67E-01,6.67E-01
Odocoileus_virginianus,6.70E-01,6.71E-01,6.71E-01,6.71E-01,3.38E-01,6.71E-01,7.01E-03,6.70E-01,1.33E-02,1.07E-02,3.37E-01,3.37E-01,3.52E-03,1.44E-03,6.67E-01,6.79E-03,5.06E-01,6.71E-01,6.71E-01,6.70E-01,6.71E-01,6.71E-01,5.07E-01,6.67E-01,3.37E-01,3.37E-01,3.37E-01,3.38E-01,3.38E-01,3.89E-03,4.34E-03,6.71E-01,3.38E-01,3.38E-01,4.67E-03,3.38E-01,6.71E-01,3.38E-01,3.38E-01,6.71E-01,8.72E-03,6.67E-01,3.37E-01,3.38E-01,6.71E-01,6.71E-01,6.71E-01,6.71E-01,6.71E-01,5.07E-01,3.37E-01,3.38E-01,5.07E-01,3.37E-01,6.62E-01,6.71E-01,6.70E-01,6.71E-01,5.06E-01,6.71E-01,5.06E-01,6.71E-01,2.77E-03,6.78E-03,3.37E-01,3.38E-01,6.71E-01,6.71E-01,5.27E-03,3.36E-01,6.71E-01,3.38E-01,6.71E-01,3.36E-01,4.68E-03,0.00E+00,6.71E-01,6.68E-01,3.37E-01,3.33E-01,6.70E-01,6.70E-01,6.71E-01,6.96E-03,6.71E-01,5.05E-01,3.36E-01,3.38E-01,5.07E-01,6.71E-01,6.67E-01,3.37E-01,6.71E-01,6.71E-01,6.71E-01,6.71E-01,3.38E-01,6.71E-01,3.34E-01,3.37E-01,5.07E-01,7.02E-03,7.01E-03,6.71E-01,5.07E-01,1.32E-02,3.38E-01,3.38E-01,6.71E-01,6.98E-03,3.39E-01,4.44E-02,3.38E-01,3.38E-01,1.43E-02,3.54E-01,1.29E-02,3.38E-01,3.38E-01,3.38E-01,1.04E-03,1.90E-03,6.79E-03,3.40E-01,6.71E-01,6.71E-01
Paguma_larvata,3.34E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,3.34E-01,5.01E-01,3.34E-01,5.20E-01,5.17E-01,6.68E-01,6.68E-01,6.67E-01,6.72E-01,3.38E-01,5.00E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,5.00E-01,3.38E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,5.01E-01,6.67E-01,6.67E-01,4.96E-04,6.67E-01,1.00E+00,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,1.08E-04,6.67E-01,6.68E-01,5.00E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,5.01E-01,3.35E-01,3.34E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,6.71E-01,0.00E+00,6.70E-01,6.75E-01,6.71E-01,6.68E-01,6.68E-01,3.33E-01,5.00E-01,3.33E-01,5.01E-01,6.68E-01,3.34E-01,3.17E-04,3.34E-01,3.37E-01,6.67E-01,3.33E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,3.34E-01,6.71E-01,6.67E-01,5.01E-01,5.01E-01,5.01E-01,3.34E-01,4.51E-04,6.84E-01,6.67E-01,6.67E-01,3.46E-04,5.00E-01,6.76E-01,7.15E-01,3.33E-01,3.33E-01,6.85E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.33E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Pan_troglodytes,6.69E-01,6.70E-01,3.37E-01,3.37E-01,6.70E-01,6.70E-01,5.06E-01,6.70E-01,5.15E-01,5.12E-01,6.69E-01,3.36E-01,6.69E-01,6.69E-01,3.34E-01,5.05E-01,4.70E-03,3.35E-03,3.38E-03,3.36E-01,6.70E-01,3.37E-01,5.55E-03,6.68E-01,6.70E-01,6.70E-01,6.69E-01,3.37E-01,3.37E-01,6.70E-01,6.70E-01,3.37E-01,6.70E-01,3.37E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,5.10E-01,3.34E-01,6.71E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,3.36E-01,3.36E-01,5.69E-03,6.69E-01,6.70E-01,5.06E-01,6.69E-01,6.63E-01,3.38E-03,2.79E-03,3.41E-03,4.94E-03,3.26E-03,5.05E-01,3.71E-03,6.69E-01,5.05E-01,6.70E-01,6.70E-01,3.37E-01,3.37E-01,5.04E-01,6.69E-01,3.37E-01,3.37E-01,3.49E-03,6.69E-01,6.70E-01,6.68E-01,6.70E-01,0.00E+00,6.71E-01,6.68E-01,2.01E-03,2.25E-03,3.37E-01,5.06E-01,6.70E-01,5.04E-01,3.35E-01,6.70E-01,5.05E-01,3.37E-01,3.34E-01,3.37E-01,6.70E-01,3.37E-01,6.70E-01,6.70E-01,3.37E-01,3.37E-01,6.67E-01,6.70E-01,5.68E-03,5.06E-01,5.06E-01,3.37E-01,5.06E-01,6.81E-01,3.37E-01,3.37E-01,6.70E-01,5.06E-01,3.39E-01,7.12E-01,6.70E-01,6.70E-01,6.82E-01,6.88E-01,6.80E-01,3.37E-01,6.70E-01,6.70E-01,6.67E-01,6.69E-01,5.05E-01,3.41E-01,3.79E-03,3.36E-01
Panthera_onca,3.41E-01,3.41E-01,6.75E-01,6.75E-01,8.18E-03,3.42E-01,5.13E-01,3.41E-01,5.08E-01,5.05E-01,7.11E-03,6.74E-01,3.41E-01,3.36E-01,6.70E-01,5.12E-01,5.12E-01,6.75E-01,6.75E-01,6.74E-01,3.42E-01,6.75E-01,5.13E-01,3.36E-01,7.66E-03,6.74E-01,7.38E-03,6.75E-01,6.75E-01,3.41E-01,3.41E-01,6.75E-01,3.42E-01,3.41E-01,3.42E-01,8.33E-03,3.42E-01,8.39E-03,8.41E-03,3.42E-01,5.03E-01,6.71E-01,0.00E+00,8.45E-03,3.42E-01,3.42E-01,3.42E-01,6.74E-01,6.74E-01,5.13E-01,7.45E-03,8.19E-03,5.13E-01,7.45E-03,9.92E-01,6.75E-01,6.74E-01,6.75E-01,5.12E-01,6.75E-01,5.12E-01,6.75E-01,3.40E-01,5.12E-01,7.70E-03,3.42E-01,6.75E-01,6.75E-01,5.11E-01,3.40E-01,6.75E-01,3.41E-01,6.75E-01,6.78E-03,3.42E-01,3.37E-01,6.75E-01,6.71E-01,0.00E+00,3.76E-03,6.73E-01,6.74E-01,6.75E-01,5.13E-01,3.42E-01,1.11E-02,3.40E-01,3.42E-01,5.12E-01,6.75E-01,6.71E-01,6.75E-01,3.42E-01,6.75E-01,3.42E-01,3.41E-01,3.41E-01,6.75E-01,4.09E-03,7.75E-03,5.13E-01,5.13E-01,5.13E-01,6.75E-01,5.13E-01,3.43E-01,6.75E-01,6.75E-01,6.75E-01,5.13E-01,3.35E-01,3.74E-01,3.41E-01,3.41E-01,3.44E-01,6.83E-01,3.42E-01,3.42E-01,6.75E-01,6.75E-01,3.38E-01,3.35E-01,5.12E-01,3.37E-01,6.75E-01,6.74E-01
Panthera_pardus,3.37E-01,3.38E-01,6.71E-01,6.71E-01,4.43E-03,3.38E-01,5.07E-01,3.37E-01,5.13E-01,5.11E-01,3.35E-03,6.70E-01,3.37E-01,3.35E-01,6.67E-01,5.07E-01,5.06E-01,6.71E-01,6.71E-01,6.70E-01,3.38E-01,6.71E-01,5.07E-01,3.34E-01,3.90E-03,6.71E-01,3.63E-03,6.71E-01,6.71E-01,3.37E-01,3.38E-01,6.71E-01,3.38E-01,3.38E-01,3.38E-01,4.58E-03,3.38E-01,4.64E-03,4.66E-03,3.38E-01,5.09E-01,6.67E-01,3.76E-03,4.69E-03,3.38E-01,3.38E-01,3.38E-01,6.71E-01,6.71E-01,5.07E-01,3.70E-03,4.43E-03,5.07E-01,3.69E-03,9.95E-01,6.71E-01,6.70E-01,6.71E-01,5.06E-01,6.71E-01,5.06E-01,6.71E-01,3.36E-01,5.07E-01,3.94E-03,3.38E-01,6.71E-01,6.71E-01,5.05E-01,3.36E-01,6.71E-01,3.38E-01,6.71E-01,3.03E-03,3.38E-01,3.33E-01,6.71E-01,6.68E-01,3.76E-03,0.00E+00,6.70E-01,6.70E-01,6.71E-01,5.07E-01,3.38E-01,5.47E-03,3.36E-01,3.38E-01,5.07E-01,6.71E-01,6.67E-01,6.71E-01,3.38E-01,6.71E-01,3.38E-01,3.37E-01,3.38E-01,6.71E-01,3.40E-04,3.99E-03,5.07E-01,5.07E-01,5.07E-01,6.71E-01,5.07E-01,3.47E-01,6.71E-01,6.71E-01,6.71E-01,5.07E-01,3.39E-01,3.78E-01,3.38E-01,3.38E-01,3.48E-01,6.87E-01,3.46E-01,3.38E-01,6.71E-01,6.71E-01,3.34E-01,3.35E-01,5.07E-01,3.40E-01,6.71E-01,6.71E-01
