sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Cryptoprocta_ferox,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.25E-04,3.34E-01,5.01E-01,3.33E-01,5.19E-01,5.17E-01,5.50E-04,6.67E-01,3.34E-01,3.39E-01,6.71E-01,5.01E-01,5.00E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,5.01E-01,3.38E-01,0.00E+00,6.67E-01,2.76E-04,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.77E-04,3.34E-01,7.36E-04,7.57E-04,3.34E-01,5.15E-01,6.70E-01,7.66E-03,7.92E-04,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,2.03E-04,5.29E-04,5.01E-01,2.12E-04,9.99E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.01E-01,6.67E-01,3.34E-01,5.01E-01,4.23E-05,3.34E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,8.76E-04,3.34E-01,3.37E-01,6.67E-01,6.70E-01,7.66E-03,3.90E-03,6.68E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,3.81E-04,3.34E-01,3.34E-01,5.01E-01,6.67E-01,6.70E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,3.56E-03,9.31E-05,5.01E-01,5.01E-01,5.01E-01,6.67E-01,5.01E-01,3.50E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.42E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.91E-01,3.50E-01,3.34E-01,6.67E-01,6.67E-01,3.36E-01,3.39E-01,5.01E-01,3.44E-01,6.67E-01,6.67E-01
Cuniculus_paca,3.34E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,3.34E-01,9.80E-04,3.34E-01,1.93E-02,1.68E-02,6.67E-01,3.34E-01,3.34E-01,3.39E-01,3.37E-01,7.61E-04,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,5.01E-01,3.38E-01,6.67E-01,0.00E+00,6.67E-01,3.34E-01,3.34E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,1.48E-02,3.37E-01,6.74E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,3.33E-01,3.33E-01,5.01E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.00E-01,6.67E-01,3.35E-01,7.49E-04,6.67E-01,6.67E-01,3.34E-01,6.67E-01,7.61E-04,6.68E-01,3.34E-01,6.67E-01,6.67E-01,6.68E-01,3.34E-01,3.37E-01,3.34E-01,6.70E-01,6.74E-01,6.71E-01,6.68E-01,6.68E-01,3.34E-01,9.30E-04,3.34E-01,5.01E-01,6.68E-01,6.67E-01,5.01E-01,3.34E-01,3.37E-01,3.33E-01,3.34E-01,3.34E-01,3.34E-01,3.33E-01,6.67E-01,3.34E-01,6.70E-01,6.67E-01,5.01E-01,9.87E-04,9.84E-04,6.67E-01,5.01E-01,3.51E-01,3.34E-01,3.34E-01,3.34E-01,9.52E-04,6.76E-01,3.82E-01,6.67E-01,6.67E-01,3.52E-01,2.44E-02,3.50E-01,6.67E-01,4.48E-04,3.33E-04,3.36E-01,3.39E-01,7.61E-04,6.78E-01,6.67E-01,3.33E-01
Cuon_alpinus,3.33E-01,3.34E-01,6.68E-01,6.68E-01,8.00E-04,3.34E-01,5.02E-01,3.34E-01,5.19E-01,5.16E-01,2.74E-04,6.67E-01,3.33E-01,3.38E-01,6.70E-01,5.01E-01,5.01E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.68E-01,5.01E-01,3.38E-01,2.76E-04,6.67E-01,0.00E+00,6.67E-01,6.68E-01,3.34E-01,3.34E-01,6.68E-01,3.34E-01,3.34E-01,3.34E-01,9.53E-04,3.34E-01,1.01E-03,1.03E-03,3.34E-01,5.14E-01,6.70E-01,7.38E-03,1.07E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.02E-01,7.28E-05,8.05E-04,5.02E-01,6.43E-05,9.99E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.68E-01,3.34E-01,5.01E-01,3.18E-04,3.34E-01,6.68E-01,6.68E-01,5.00E-01,3.34E-01,6.68E-01,3.34E-01,6.67E-01,6.00E-04,3.34E-01,3.37E-01,6.67E-01,6.69E-01,7.38E-03,3.63E-03,6.67E-01,6.67E-01,6.67E-01,5.02E-01,3.34E-01,3.30E-05,3.34E-01,3.34E-01,5.01E-01,6.68E-01,6.70E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.68E-01,3.29E-03,3.69E-04,5.02E-01,5.02E-01,5.02E-01,6.68E-01,5.02E-01,3.50E-01,6.68E-01,6.68E-01,6.68E-01,5.02E-01,3.42E-01,3.81E-01,3.34E-01,3.34E-01,3.51E-01,6.91E-01,3.50E-01,3.34E-01,6.68E-01,6.67E-01,3.36E-01,3.39E-01,5.01E-01,3.44E-01,6.68E-01,6.67E-01
Dasyprocta_fuliginosa,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,4.09E-04,6.67E-01,1.99E-02,1.73E-02,6.68E-01,9.31E-04,3.34E-01,3.39E-01,6.71E-01,1.90E-04,5.01E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,6.67E-01,3.34E-01,6.67E-01,0.00E+00,6.98E-05,3.34E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,1.53E-02,6.70E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,3.33E-01,3.33E-01,3.34E-01,3.33E-01,5.00E-01,3.34E-01,5.00E-01,3.34E-01,3.35E-01,1.78E-04,6.67E-01,6.67E-01,6.67E-01,3.33E-01,1.33E-03,6.68E-01,6.67E-01,6.67E-01,3.33E-01,6.68E-01,3.34E-01,3.38E-01,6.67E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,6.67E-01,3.59E-04,6.67E-01,5.01E-01,6.68E-01,6.67E-01,5.00E-01,6.67E-01,6.70E-01,2.62E-04,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.71E-01,6.67E-01,5.00E-01,4.16E-04,4.12E-04,3.34E-01,5.00E-01,3.51E-01,2.75E-04,2.62E-04,6.67E-01,3.81E-04,6.76E-01,3.82E-01,6.67E-01,6.67E-01,3.52E-01,3.58E-01,3.51E-01,6.67E-01,3.33E-01,3.33E-01,3.37E-01,3.40E-01,1.90E-04,6.78E-01,3.34E-01,6.67E-01
Dasyprocta_punctata,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.04E-04,6.67E-01,2.00E-02,1.74E-02,6.68E-01,1.00E-03,3.34E-01,3.39E-01,6.71E-01,8.55E-05,5.01E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,6.67E-01,3.34E-01,6.68E-01,6.98E-05,0.00E+00,3.34E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,1.54E-02,6.70E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,3.33E-01,3.34E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,5.00E-01,3.33E-01,3.35E-01,7.30E-05,6.67E-01,6.67E-01,6.67E-01,3.33E-01,1.44E-03,6.68E-01,6.67E-01,6.67E-01,3.33E-01,6.68E-01,3.34E-01,3.38E-01,6.67E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,6.67E-01,2.54E-04,6.67E-01,5.01E-01,6.68E-01,6.67E-01,5.00E-01,6.67E-01,6.71E-01,3.32E-04,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.71E-01,6.67E-01,5.00E-01,3.11E-04,3.08E-04,3.34E-01,5.00E-01,3.51E-01,2.05E-04,1.92E-04,6.67E-01,2.76E-04,6.76E-01,3.82E-01,6.67E-01,6.67E-01,3.52E-01,3.58E-01,3.51E-01,6.67E-01,3.33E-01,3.33E-01,3.37E-01,3.40E-01,8.57E-05,6.78E-01,3.34E-01,6.67E-01
Dasypus_kappleri,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,1.17E-03,6.67E-01,1.91E-02,1.66E-02,3.34E-01,3.34E-01,3.72E-04,5.33E-03,6.71E-01,9.52E-04,5.00E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,6.71E-01,3.33E-01,3.33E-01,3.34E-01,3.34E-01,3.34E-01,0.00E+00,4.48E-04,6.67E-01,3.34E-01,3.34E-01,7.78E-04,3.34E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,1.46E-02,6.70E-01,3.41E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,3.34E-01,5.01E-01,3.34E-01,6.66E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.01E-01,6.67E-01,1.13E-03,9.39E-04,3.33E-01,3.34E-01,6.67E-01,6.67E-01,5.71E-04,3.34E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,7.90E-04,3.89E-03,6.67E-01,6.70E-01,3.41E-01,3.37E-01,6.68E-01,6.67E-01,6.67E-01,1.12E-03,6.67E-01,5.00E-01,3.34E-01,3.34E-01,5.01E-01,6.67E-01,6.70E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.37E-01,3.33E-01,5.01E-01,1.18E-03,1.17E-03,6.67E-01,5.01E-01,1.71E-02,3.34E-01,3.34E-01,6.67E-01,1.14E-03,3.42E-01,4.83E-02,3.34E-01,3.34E-01,1.82E-02,3.58E-01,1.68E-02,3.34E-01,3.34E-01,3.34E-01,2.86E-03,5.80E-03,9.52E-04,3.44E-01,6.67E-01,6.67E-01
Dasypus_novemcinctus,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,4.98E-04,6.67E-01,1.98E-02,1.72E-02,3.34E-01,3.34E-01,8.20E-04,5.78E-03,6.71E-01,2.80E-04,5.00E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,3.34E-01,3.34E-01,3.34E-01,3.33E-01,3.33E-01,4.48E-04,0.00E+00,6.67E-01,3.34E-01,3.33E-01,3.30E-04,3.34E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,1.52E-02,6.70E-01,3.41E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,3.33E-01,5.00E-01,3.34E-01,6.66E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.00E-01,6.67E-01,1.57E-03,2.67E-04,3.34E-01,3.34E-01,6.67E-01,6.67E-01,1.24E-03,3.35E-01,6.67E-01,3.33E-01,6.67E-01,3.35E-01,3.42E-04,4.34E-03,6.67E-01,6.70E-01,3.41E-01,3.38E-01,6.68E-01,6.68E-01,6.67E-01,4.48E-04,6.67E-01,5.01E-01,3.35E-01,3.34E-01,5.00E-01,6.67E-01,6.70E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,3.37E-01,3.34E-01,5.00E-01,5.05E-04,5.02E-04,6.67E-01,5.00E-01,1.75E-02,3.34E-01,3.34E-01,6.67E-01,4.70E-04,3.43E-01,4.87E-02,3.33E-01,3.33E-01,1.87E-02,3.58E-01,1.72E-02,3.34E-01,3.33E-01,3.33E-01,3.30E-03,6.24E-03,2.80E-04,3.45E-01,6.67E-01,6.67E-01
Didelphis_marsupialis,3.34E-01,3.34E-01,7.13E-05,7.69E-05,6.67E-01,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,6.68E-01,6.68E-01,6.68E-01,6.73E-01,4.65E-03,5.00E-01,8.77E-04,3.34E-01,3.34E-01,9.23E-04,3.33E-01,1.77E-05,2.46E-05,3.39E-01,6.67E-01,3.34E-01,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,0.00E+00,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,5.16E-01,3.88E-03,6.75E-01,6.67E-01,3.33E-01,3.33E-01,3.33E-01,5.85E-04,5.85E-04,1.13E-04,6.68E-01,6.67E-01,5.00E-01,6.68E-01,1.00E+00,3.34E-01,3.34E-01,3.34E-01,6.35E-04,3.34E-01,5.01E-01,3.33E-01,6.69E-01,5.00E-01,6.67E-01,6.67E-01,6.06E-05,6.67E-01,5.02E-01,6.68E-01,7.69E-05,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,1.78E-04,5.00E-01,3.33E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,5.67E-05,4.03E-03,6.67E-01,3.34E-01,2.07E-04,3.33E-01,3.34E-01,3.34E-01,6.18E-05,6.71E-01,6.67E-01,1.03E-04,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,3.33E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.33E-01,6.69E-04
Echinosorex_gymnura,6.68E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.18E-01,3.35E-01,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,0.00E+00,3.34E-01,3.33E-01,3.33E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,5.16E-01,6.71E-01,3.42E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.34E-01,3.34E-01,7.18E-05,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.32E-04,6.67E-01,3.35E-01,5.00E-01,3.34E-01,6.31E-05,6.67E-01,3.33E-01,5.02E-01,1.81E-03,6.67E-01,3.34E-01,6.67E-01,3.35E-01,3.33E-01,3.38E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,6.67E-01,5.00E-01,6.67E-01,5.01E-01,3.35E-01,6.51E-05,1.07E-04,6.67E-01,6.71E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,3.33E-01,2.63E-05,3.51E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,3.82E-01,2.75E-04,3.86E-04,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
Eira_barbara,6.67E-01,6.67E-01,3.34E-01,3.33E-01,3.33E-01,6.67E-01,5.00E-01,6.67E-01,5.20E-01,5.17E-01,3.34E-01,6.68E-01,3.34E-01,3.39E-01,3.38E-01,5.00E-01,5.19E-04,3.33E-01,3.33E-01,3.34E-01,6.67E-01,3.34E-01,3.33E-04,6.72E-01,3.34E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,3.33E-01,3.34E-01,3.34E-01,0.00E+00,3.34E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,5.15E-01,3.37E-01,3.41E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,4.71E-04,3.34E-01,3.33E-01,5.00E-01,3.34E-01,1.00E+00,3.33E-01,3.34E-01,3.33E-01,2.77E-04,3.34E-01,5.00E-01,3.34E-01,3.35E-01,5.00E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.35E-01,3.33E-01,1.02E-05,3.33E-01,3.35E-01,3.34E-01,3.38E-01,6.67E-01,3.37E-01,3.41E-01,3.38E-01,3.35E-01,3.35E-01,3.33E-01,5.00E-01,6.67E-01,5.01E-01,1.47E-03,3.34E-01,5.00E-01,3.34E-01,3.37E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,1.37E-04,3.34E-01,3.37E-01,3.34E-01,4.61E-04,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,9.59E-03,3.82E-01,3.33E-01,3.33E-01,3.52E-01,6.91E-01,3.51E-01,2.57E-04,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,1.15E-02,3.34E-01,3.34E-01
Eulemur_rufifrons,6.68E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,2.54E-06,6.68E-01,2.03E-02,1.77E-02,3.35E-01,3.35E-01,1.15E-03,6.11E-03,6.71E-01,2.16E-04,5.01E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,6.67E-01,5.00E-01,6.72E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,3.34E-01,7.78E-04,3.30E-04,6.67E-01,3.33E-01,3.34E-01,0.00E+00,3.33E-01,6.67E-01,3.33E-01,3.33E-01,6.67E-01,1.57E-02,6.71E-01,3.42E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,6.67E-01,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,1.90E-03,2.28E-04,3.34E-01,3.33E-01,6.67E-01,6.67E-01,1.74E-03,3.35E-01,6.67E-01,3.34E-01,6.67E-01,3.35E-01,1.16E-05,4.67E-03,6.67E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,6.67E-01,4.76E-05,6.67E-01,5.02E-01,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.38E-01,3.34E-01,5.00E-01,1.00E-05,6.35E-06,6.67E-01,5.00E-01,1.79E-02,3.33E-01,3.33E-01,6.67E-01,2.54E-05,3.43E-01,4.90E-02,3.34E-01,3.34E-01,1.90E-02,3.58E-01,1.75E-02,3.33E-01,3.34E-01,3.34E-01,3.63E-03,6.57E-03,2.16E-04,3.45E-01,6.67E-01,6.67E-01
Eupleres_goudotii,3.34E-01,3.34E-01,6.67E-01,6.67E-01,1.52E-04,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,1.23E-03,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,3.33E-01,6.67E-01,5.00E-01,3.39E-01,6.77E-04,6.67E-01,9.53E-04,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,0.00E+00,3.33E-01,5.92E-05,8.04E-05,3.33E-01,5.16E-01,6.71E-01,8.33E-03,1.15E-04,3.33E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,8.80E-04,1.48E-04,5.00E-01,8.88E-04,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.00E-01,6.67E-01,3.35E-01,5.00E-01,6.35E-04,3.33E-01,6.67E-01,6.67E-01,5.02E-01,3.35E-01,6.67E-01,3.34E-01,6.67E-01,1.55E-03,3.33E-01,3.38E-01,6.67E-01,6.70E-01,8.33E-03,4.58E-03,6.68E-01,6.68E-01,6.67E-01,5.00E-01,3.33E-01,1.40E-03,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,6.67E-01,3.33E-01,6.67E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,4.24E-03,5.84E-04,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.43E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
Fossa_fossana,1.08E-03,5.19E-04,3.33E-01,3.33E-01,3.34E-01,1.13E-04,5.00E-01,8.49E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,8.31E-05,3.33E-01,5.00E-01,5.31E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,0.00E+00,3.33E-01,3.33E-01,7.08E-05,5.16E-01,3.37E-01,3.42E-01,3.33E-01,1.51E-04,1.51E-04,1.39E-04,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,6.69E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.69E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.34E-01,5.00E-01,1.90E-04,1.56E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,2.61E-04,3.34E-01,4.08E-05,5.70E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.85E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.77E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.34E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Galidia_elegans,3.34E-01,3.34E-01,6.67E-01,6.67E-01,2.12E-04,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,1.29E-03,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,3.33E-01,6.67E-01,5.00E-01,3.39E-01,7.36E-04,6.67E-01,1.01E-03,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,5.92E-05,3.33E-01,0.00E+00,2.12E-05,3.33E-01,5.16E-01,6.71E-01,8.39E-03,5.60E-05,3.33E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,9.39E-04,2.07E-04,5.00E-01,9.48E-04,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,3.35E-01,5.00E-01,6.94E-04,3.33E-01,6.67E-01,6.67E-01,5.02E-01,3.35E-01,6.67E-01,3.34E-01,6.67E-01,1.61E-03,3.33E-01,3.38E-01,6.67E-01,6.70E-01,8.39E-03,4.64E-03,6.68E-01,6.68E-01,6.67E-01,5.00E-01,3.33E-01,1.48E-03,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,4.30E-03,6.43E-04,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.43E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
