"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"39","39","~1 ~ Tmax * Biotic ~ Tmax * Biotic ~ Tmax * Biotic",NA,NA,-1.52777823911356,1.02376367847777,-2.64626744545034,1.32116147250647,-0.258429956054321,1.78041425377744,1.28971385983094,2.53435408080942,NA,NA,NA,NA,NA,NA,NA,NA,0.856436983399223,0.969972788492075,-0.795536141778685,0.907065581348519,0.34323430424125,0.838412150658664,1.06210051986665,1.35624207255059,NA,NA,NA,NA,NA,NA,-0.18680922605639,0.254736345658507,-2.13467244696588,0.438594366544408,-0.0531838383035761,0.252127850821061,-0.278121209609836,0.337705523803923,NA,NA,NA,NA,NA,NA,NA,NA,-0.247864281495926,0.618260197003809,0,885.637759813184,164.062044570209,13,60,354.124089140419,10.7276105395246,0.000441099005332777,NA,0.995623468098318
"9","9","~1 ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-2.12167234140054,1.00839506550417,NA,NA,0.790563461146622,0.77187732346485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98251964158794,0.913725228398705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08847326284678,0.265492119548985,NA,NA,-0.244918527059219,0.242602122148528,NA,NA,NA,NA,NA,NA,NA,NA,-0.0742350713064077,0.631261410158309,0,63.6200458957538,171.110100302363,6,60,354.220200604725,10.8237220038309,0.000420402934815286,NA,0.996043871033133
"54","54","~1 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-2.12167234140054,1.00839506550417,NA,NA,0.790563461146622,0.77187732346485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98251964158794,0.913725228398705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08847326284678,0.265492119548985,NA,NA,-0.244918527059219,0.242602122148528,NA,NA,NA,NA,NA,NA,NA,NA,-0.0742350713064077,0.631261410158309,0,63.6200458957538,171.110100302363,6,60,354.220200604725,10.8237220038309,0.000420402934815286,NA,0.996464273967948
"8","8","~1 ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-2.27943215254224,1.04125451086815,NA,NA,1.43618522607175,0.989449469147335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26536875533785,1.52621302803164,NA,NA,3.70051540813095,2.63218137289996,NA,NA,NA,NA,NA,NA,NA,NA,-2.02326836849305,0.240418690887185,NA,NA,-0.0227356740108502,0.215154509874893,NA,NA,NA,NA,NA,NA,NA,NA,-0.0932250367369007,0.551680876613979,0,357.872270803997,170.138049104551,7,60,354.276098209102,10.8796196082076,0.000408815853124747,NA,0.996873089821073
"53","53","~1 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-2.27943215254224,1.04125451086815,NA,NA,1.43618522607175,0.989449469147335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26536875533785,1.52621302803164,NA,NA,3.70051540813095,2.63218137289996,NA,NA,NA,NA,NA,NA,NA,NA,-2.02326836849305,0.240418690887185,NA,NA,-0.0227356740108502,0.215154509874893,NA,NA,NA,NA,NA,NA,NA,NA,-0.0932250367369007,0.551680876613979,0,357.872270803997,170.138049104551,7,60,354.276098209102,10.8796196082076,0.000408815853124747,NA,0.997281905674198
"15","15","~1 ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,-2.12478199398604,0.893371378021821,NA,NA,NA,NA,NA,NA,NA,NA,0.620098113776181,0.497375966869294,NA,NA,NA,NA,-1.90096947222852,0.970220884824483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96867358870205,0.255101876741922,NA,NA,NA,NA,NA,NA,NA,NA,-0.0780265056773662,0.206325260041537,NA,NA,-0.201383320745372,0.601772505072131,0,46.4587496739979,171.352395288572,6,60,354.704790577145,11.3083119762503,0.000329942578170415,NA,0.997611848252368
"60","60","~1 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,-2.12478199398604,0.893371378021821,NA,NA,NA,NA,NA,NA,NA,NA,0.620098113776181,0.497375966869294,NA,NA,NA,NA,-1.90096947222852,0.970220884824483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96867358870205,0.255101876741922,NA,NA,NA,NA,NA,NA,NA,NA,-0.0780265056773662,0.206325260041537,NA,NA,-0.201383320745372,0.601772505072131,0,46.4587496739979,171.352395288572,6,60,354.704790577145,11.3083119762503,0.000329942578170415,NA,0.997941790830539
"10","10","~1 ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-2.01706470350347,0.847236475117801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85167131874891,1.03927520007488,NA,NA,0.0680752988089627,0.81171819032755,NA,NA,NA,NA,NA,NA,NA,NA,-2.05730329033052,0.28049434430794,NA,NA,-0.23360779608767,0.242579496117649,NA,NA,NA,NA,NA,NA,NA,NA,-0.122854715524169,0.659825182128635,0,57.1974637581871,171.712295478627,6,60,355.424590957254,12.0281123563593,0.000230216102462307,NA,0.998172006933001
"55","55","~1 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-2.01706470350347,0.847236475117801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85167131874891,1.03927520007488,NA,NA,0.0680752988089627,0.81171819032755,NA,NA,NA,NA,NA,NA,NA,NA,-2.05730329033052,0.28049434430794,NA,NA,-0.23360779608767,0.242579496117649,NA,NA,NA,NA,NA,NA,NA,NA,-0.122854715524169,0.659825182128635,0,57.1974637581871,171.712295478627,6,60,355.424590957254,12.0281123563593,0.000230216102462307,NA,0.998402223035463
"14","14","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-2.28881033437569,0.842265668210494,NA,NA,NA,NA,NA,NA,NA,NA,0.800853937531845,0.52701057622832,NA,NA,NA,NA,-2.00819713931456,0.885464001512084,NA,NA,NA,NA,NA,NA,0.660647539118142,0.556007119943393,NA,NA,NA,NA,-1.951072214705,0.235929918501587,NA,NA,NA,NA,NA,NA,NA,NA,-0.0632326531475135,0.207659000255116,NA,NA,-0.232386152855685,0.562724819653442,0,38.4600580966868,170.756773025661,7,60,355.513546051322,12.1170674504273,0.000220201028864564,NA,0.998622424064328
"59","59","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-2.28881033437569,0.842265668210494,NA,NA,NA,NA,NA,NA,NA,NA,0.800853937531845,0.52701057622832,NA,NA,NA,NA,-2.00819713931456,0.885464001512084,NA,NA,NA,NA,NA,NA,0.660647539118142,0.556007119943393,NA,NA,NA,NA,-1.951072214705,0.235929918501587,NA,NA,NA,NA,NA,NA,NA,NA,-0.0632326531475135,0.207659000255116,NA,NA,-0.232386152855685,0.562724819653442,0,38.4600580966868,170.756773025661,7,60,355.513546051322,12.1170674504273,0.000220201028864564,NA,0.998842625093193
"13","13","~Elevation ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.84676900833713,0.735107623327373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66911762724403,1.03140188683177,NA,NA,0.155781208815641,0.7932368043655,NA,NA,NA,NA,NA,NA,NA,NA,-1.98980148541837,0.28324459985574,NA,NA,-0.174675404773665,0.256054299316039,NA,NA,NA,NA,NA,NA,3.01191129194912,2.79978079184314,-3.20179378477856,2.97143965965148,0,592.15676125669,170.844906557497,7,60,355.689813114993,12.293334514099,0.000201624562152813,NA,0.999044249655345
"58","58","~Elevation^2 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.84676900833713,0.735107623327373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66911762724403,1.03140188683177,NA,NA,0.155781208815641,0.7932368043655,NA,NA,NA,NA,NA,NA,NA,NA,-1.98980148541837,0.28324459985574,NA,NA,-0.174675404773665,0.256054299316039,NA,NA,NA,NA,NA,NA,3.01191129194912,2.79978079184314,-3.20179378477856,2.97143965965148,0,592.15676125669,170.844906557497,7,60,355.689813114993,12.293334514099,0.000201624562152813,NA,0.999245874217498
"16","16","~1 ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-2.02679063110058,0.790793825275651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88970125205959,0.982296701585245,NA,NA,NA,NA,NA,NA,0.207972507150257,0.473491320236033,NA,NA,NA,NA,-1.97123660395825,0.262544568013149,NA,NA,NA,NA,NA,NA,NA,NA,-0.12941949248014,0.193100306851665,NA,NA,-0.158537744114397,0.637355358257325,0,41.8521637761564,171.905622785226,6,60,355.811245570453,12.4147669695583,0.000189746911055643,NA,0.999435621128554
"61","61","~1 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-2.02679063110058,0.790793825275651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88970125205959,0.982296701585245,NA,NA,NA,NA,NA,NA,0.207972507150257,0.473491320236033,NA,NA,NA,NA,-1.97123660395825,0.262544568013149,NA,NA,NA,NA,NA,NA,NA,NA,-0.12941949248014,0.193100306851665,NA,NA,-0.158537744114397,0.637355358257325,0,41.8521637761564,171.905622785226,6,60,355.811245570453,12.4147669695583,0.000189746911055643,NA,0.999625368039609
"19","19","~Elevation ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.8622703246103,0.675281973248354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7374114352185,0.937328884867503,NA,NA,NA,NA,NA,NA,0.281023182861216,0.502681408362301,NA,NA,NA,NA,-1.91592212655778,0.253232667403413,NA,NA,NA,NA,NA,NA,NA,NA,-0.08326325587643,0.205337932509869,3.21337535057547,2.79708845014069,-3.45671034187243,2.97037488559128,0,487.402247029848,170.918516997823,7,60,355.837033995646,12.4405553947512,0.000187315980195232,NA,0.999812684019805
"64","64","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.8622703246103,0.675281973248354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7374114352185,0.937328884867503,NA,NA,NA,NA,NA,NA,0.281023182861216,0.502681408362301,NA,NA,NA,NA,-1.91592212655778,0.253232667403413,NA,NA,NA,NA,NA,NA,NA,NA,-0.08326325587643,0.205337932509869,3.21337535057547,2.79708845014069,-3.45671034187243,2.97037488559128,0,487.402247029848,170.918516997823,7,60,355.837033995646,12.4405553947512,0.000187315980195232,NA,1
