"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar)","SEcol(Tvar)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"10","10","~1 ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.03909131755867,0.750699168718391,NA,NA,NA,NA,NA,NA,NA,NA,4.42324197159766,6.46714584376513,-2.80870668243352,3.92517871121579,NA,NA,NA,NA,NA,NA,NA,NA,-2.29957541705188,0.335725776526597,0.895771517893362,0.275817953954393,NA,NA,NA,NA,NA,NA,-0.274660762321149,0.560367448213904,0,1745.95312930521,91.6675034563275,6,30,195.335006912655,10.1890953485601,0.00056934100168533,NA,0.996705132334576
"45","45","~1 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.03909131755867,0.750699168718391,NA,NA,NA,NA,NA,NA,NA,NA,4.42324197159766,6.46714584376513,-2.80870668243352,3.92517871121579,NA,NA,NA,NA,NA,NA,NA,NA,-2.29957541705188,0.335725776526597,0.895771517893362,0.275817953954393,NA,NA,NA,NA,NA,NA,-0.274660762321149,0.560367448213904,0,1745.95312930521,91.6675034563275,6,30,195.335006912655,10.1890953485601,0.00056934100168533,NA,0.997274473336262
"13","13","~Elevation ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.09997859951025,0.763486528454239,NA,NA,NA,NA,NA,NA,NA,NA,3.49594512893875,3.92220596259293,-2.35291166450266,2.33595937265599,NA,NA,NA,NA,NA,NA,NA,NA,-2.32444774348171,0.349254045353605,0.893123334478907,0.278159159300995,NA,NA,NA,NA,0.899298804989726,0.988946112044962,-0.140659353013872,0.662574085158206,0,612.838606243424,91.1131943252907,7,30,196.226388650581,11.0804770864865,0.000364595560432947,NA,0.997639068896695
"48","48","~Elevation^2 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.09997859951025,0.763486528454239,NA,NA,NA,NA,NA,NA,NA,NA,3.49594512893875,3.92220596259293,-2.35291166450266,2.33595937265599,NA,NA,NA,NA,NA,NA,NA,NA,-2.32444774348171,0.349254045353605,0.893123334478907,0.278159159300995,NA,NA,NA,NA,0.899298804989726,0.988946112044962,-0.140659353013872,0.662574085158206,0,612.838606243424,91.1131943252907,7,30,196.226388650581,11.0804770864865,0.000364595560432947,NA,0.998003664457128
"8","8","~1 ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.28708203021045,0.768402185895597,0.580526537342143,0.757676208274889,NA,NA,NA,NA,NA,NA,4.88068864600382,8.97245624136725,-3.06199151034574,5.47361666871249,NA,NA,NA,NA,NA,NA,NA,NA,-2.21471511517953,0.340752627978024,0.832544107413766,0.283973509779217,NA,NA,NA,NA,NA,NA,-0.381563263434526,0.547261218234775,0,3382.37247510691,91.3740963587753,7,30,196.748192717551,11.6022811534557,0.000280868517940081,NA,0.998284532975068
"43","43","~1 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.28708203021045,0.768402185895597,0.580526537342143,0.757676208274889,NA,NA,NA,NA,NA,NA,4.88068864600382,8.97245624136725,-3.06199151034574,5.47361666871249,NA,NA,NA,NA,NA,NA,NA,NA,-2.21471511517953,0.340752627978024,0.832544107413766,0.283973509779217,NA,NA,NA,NA,NA,NA,-0.381563263434526,0.547261218234775,0,3382.37247510691,91.3740963587753,7,30,196.748192717551,11.6022811534557,0.000280868517940081,NA,0.998565401493008
"9","9","~1 ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-1.38251291796749,0.835939522924551,0.813429957701487,1.00470051580327,NA,NA,NA,NA,NA,NA,1.59754161097481,1.12165106368942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25370047772069,0.344802317639778,0.853426454045215,0.28707595761165,NA,NA,NA,NA,NA,NA,-0.416903665144466,0.537938030602839,0,49.6234733775877,92.7269922029878,6,30,197.453984405976,12.3080728418807,0.00019735236936337,NA,0.998762753862371
"44","44","~1 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-1.38251291796749,0.835939522924551,0.813429957701487,1.00470051580327,NA,NA,NA,NA,NA,NA,1.59754161097481,1.12165106368942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25370047772069,0.344802317639778,0.853426454045215,0.28707595761165,NA,NA,NA,NA,NA,NA,-0.416903665144466,0.537938030602839,0,49.6234733775877,92.7269922029878,6,30,197.453984405976,12.3080728418807,0.00019735236936337,NA,0.998960106231735
"11","11","~Elevation ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.30748591604496,0.76555137133593,0.576436507595815,0.75542880077761,NA,NA,NA,NA,NA,NA,3.98161439866276,5.32550505036243,-2.56785454005367,3.21940863842191,NA,NA,NA,NA,NA,NA,NA,NA,-2.2315755093104,0.353892225535673,0.832455701769695,0.287056004264723,NA,NA,NA,NA,0.826190547814625,0.88013645297116,-0.278693457673148,0.616297336906065,0,1162.2424171955,90.8210253257677,8,30,197.642050651535,12.4961390874404,0.000179640509627249,NA,0.999139746741362
"46","46","~Elevation^2 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.30748591604496,0.76555137133593,0.576436507595815,0.75542880077761,NA,NA,NA,NA,NA,NA,3.98161439866276,5.32550505036243,-2.56785454005367,3.21940863842191,NA,NA,NA,NA,NA,NA,NA,NA,-2.2315755093104,0.353892225535673,0.832455701769695,0.287056004264723,NA,NA,NA,NA,0.826190547814625,0.88013645297116,-0.278693457673148,0.616297336906065,0,1162.2424171955,90.8210253257677,8,30,197.642050651535,12.4961390874404,0.000179640509627249,NA,0.999319387250989
"12","12","~Elevation ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-1.40499069728217,0.845806942303165,0.829646357109295,1.02142244828827,NA,NA,NA,NA,NA,NA,1.50035494723726,1.12104482776173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26980279593313,0.354857869547655,0.856040058019524,0.29075502044732,NA,NA,NA,NA,0.828338799783736,0.840690681445632,-0.317108549021214,0.594643313068356,0,50.1145249932421,92.1267389903876,7,30,198.253477980775,13.1075664166803,0.000132322750863023,NA,0.999451710001852
"47","47","~Elevation^2 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-1.40499069728217,0.845806942303165,0.829646357109295,1.02142244828827,NA,NA,NA,NA,NA,NA,1.50035494723726,1.12104482776173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26980279593313,0.354857869547655,0.856040058019524,0.29075502044732,NA,NA,NA,NA,0.828338799783736,0.840690681445632,-0.317108549021214,0.594643313068356,0,50.1145249932421,92.1267389903876,7,30,198.253477980775,13.1075664166803,0.000132322750863023,NA,0.999584032752715
"30","30","~1 ~ Tmax + Biotic ~ 1 ~ Tmax + Biotic",NA,NA,1.47288035006449,1.08754799201314,-2.00263700770895,0.923312486416171,0.910999275137883,0.996855514111735,NA,NA,NA,NA,NA,NA,1.73901380838953,1.09947439874109,NA,NA,NA,NA,NA,NA,NA,NA,-0.413098427764186,0.363155945907749,-1.89669008389512,0.433121023052567,0.907846226462466,0.300306828636849,NA,NA,NA,NA,NA,NA,-0.571138940566214,0.506968362428517,0,82.9444780672359,91.2157839648919,8,30,198.431567929784,13.2856563656888,0.000121049438649312,NA,0.999705082191364
"62","62","~1 ~ Tmax^2 + Biotic ~ 1 ~ Tmax^2 + Biotic",NA,NA,1.47288035006449,1.08754799201314,-2.00263700770895,0.923312486416171,0.910999275137883,0.996855514111735,NA,NA,NA,NA,NA,NA,1.73901380838953,1.09947439874109,NA,NA,NA,NA,NA,NA,NA,NA,-0.413098427764186,0.363155945907749,-1.89669008389512,0.433121023052567,0.907846226462466,0.300306828636849,NA,NA,NA,NA,NA,NA,-0.571138940566214,0.506968362428517,0,82.9444780672359,91.2157839648919,8,30,198.431567929784,13.2856563656888,0.000121049438649312,NA,0.999826131630014
"31","31","~Elevation ~ Tmax + Biotic ~ 1 ~ Tmax + Biotic",NA,NA,1.42576957715124,1.07228026142495,-2.02959338794221,0.930621168916898,0.969991113097218,1.00684530135789,NA,NA,NA,NA,NA,NA,1.67133260638356,1.10737940668253,NA,NA,NA,NA,NA,NA,NA,NA,-0.397337475307771,0.37085814971277,-1.90707326964423,0.447960368435748,0.899818567200343,0.303609644125654,NA,NA,NA,NA,0.662277422332037,0.71503763243201,-0.521170821291298,0.531353485157076,0,87.5363098461024,90.7322245929289,9,30,199.464449185858,14.3185376217629,7.22229901245453e-05,NA,0.999898354620138
"63","63","~Elevation^2 ~ Tmax^2 + Biotic ~ 1 ~ Tmax^2 + Biotic",NA,NA,1.42576957715124,1.07228026142495,-2.02959338794221,0.930621168916898,0.969991113097218,1.00684530135789,NA,NA,NA,NA,NA,NA,1.67133260638356,1.10737940668253,NA,NA,NA,NA,NA,NA,NA,NA,-0.397337475307771,0.37085814971277,-1.90707326964423,0.447960368435748,0.899818567200343,0.303609644125654,NA,NA,NA,NA,0.662277422332037,0.71503763243201,-0.521170821291298,0.531353485157076,0,87.5363098461024,90.7322245929289,9,30,199.464449185858,14.3185376217629,7.22229901245453e-05,NA,0.999970577610263
"1","1","~1 ~ 1 ~ 1 ~ 1",NA,NA,NA,NA,-1.68158873581169,0.636420584284784,NA,NA,NA,NA,NA,NA,NA,NA,1.73235248837118,1.08135981096857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7475682441643,0.266002883561188,NA,NA,NA,NA,NA,NA,NA,NA,-0.72956799489073,0.461048522239814,0,19.6816595972273,98.5169404980208,4,30,205.033880996042,19.8879694319466,4.45952613620132e-06,NA,0.999975037136399
"4","4","~1 ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.60383978192052,0.648876995099052,NA,NA,NA,NA,NA,NA,NA,NA,3.46791307766936,5.3498623399079,NA,NA,-4.67693870087667,11.4252585426058,NA,NA,NA,NA,NA,NA,-1.75952806041947,0.263325104564256,NA,NA,0.563351321809082,0.430405825383783,NA,NA,NA,NA,-0.635495214762743,0.477051456407612,0,2740.88338540573,97.2209056858597,6,30,206.441811371719,21.2958998076244,2.20577147956537e-06,NA,0.999977242907879
"39","39","~1 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.60383978192052,0.648876995099052,NA,NA,NA,NA,NA,NA,NA,NA,3.46791307766936,5.3498623399079,NA,NA,-4.67693870087667,11.4252585426058,NA,NA,NA,NA,NA,NA,-1.75952806041947,0.263325104564256,NA,NA,0.563351321809082,0.430405825383783,NA,NA,NA,NA,-0.635495214762743,0.477051456407612,0,2740.88338540573,97.2209056858597,6,30,206.441811371719,21.2958998076244,2.20577147956537e-06,NA,0.999979448679358
"3","3","~1 ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-1.61496388993588,0.644041549809338,NA,NA,0.218645379578364,0.614159498280369,NA,NA,NA,NA,1.82193407901178,1.07704481459236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73757736662882,0.259583627171344,NA,NA,0.512179171672397,0.433569065405496,NA,NA,NA,NA,-0.702082010042669,0.464380289958713,0,20.2686747676722,97.6177978296719,6,30,207.235595659344,22.0896840952489,1.48317517947598e-06,NA,0.999980931854538
"38","38","~1 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-1.61496388993588,0.644041549809338,NA,NA,0.218645379578364,0.614159498280369,NA,NA,NA,NA,1.82193407901178,1.07704481459236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73757736662882,0.259583627171344,NA,NA,0.512179171672397,0.433569065405496,NA,NA,NA,NA,-0.702082010042669,0.464380289958713,0,20.2686747676722,97.6177978296719,6,30,207.235595659344,22.0896840952489,1.48317517947598e-06,NA,0.999982415029717
"21","21","~1 ~ Biotic ~ 1 ~ Biotic",NA,NA,1.24365344134593,1.21134933057217,-2.10456563541902,0.754122631000302,NA,NA,NA,NA,NA,NA,NA,NA,1.799989488428,1.07526529853712,NA,NA,NA,NA,NA,NA,NA,NA,-0.216104875777498,0.327465952715626,-1.55549145250904,0.36942235496182,NA,NA,NA,NA,NA,NA,NA,NA,-0.799089318802716,0.448182969984162,0,54.5297642754282,97.7085157474939,6,30,207.417031494988,22.2711199308928,1.3545472469796e-06,NA,0.999983769576964
"7","7","~Elevation ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.68036293379545,0.658894580509107,NA,NA,NA,NA,NA,NA,NA,NA,3.47911296493347,6.09138709732018,NA,NA,-4.9034801417433,13.0710101824596,NA,NA,NA,NA,NA,NA,-1.75178750288109,0.265361658228255,NA,NA,0.491111205147831,0.425707607734903,NA,NA,0.650206867258072,0.70109299160723,-0.601588897381893,0.489684972263042,0,3518.47397695223,96.7514230114759,7,30,207.502846022952,22.3569344588569,1.29765657018894e-06,NA,0.999985067233534
"42","42","~Elevation^2 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.68036293379545,0.658894580509107,NA,NA,NA,NA,NA,NA,NA,NA,3.47911296493347,6.09138709732018,NA,NA,-4.9034801417433,13.0710101824596,NA,NA,NA,NA,NA,NA,-1.75178750288109,0.265361658228255,NA,NA,0.491111205147831,0.425707607734903,NA,NA,0.650206867258072,0.70109299160723,-0.601588897381893,0.489684972263042,0,3518.47397695223,96.7514230114759,7,30,207.502846022952,22.3569344588569,1.29765657018894e-06,NA,0.999986364890105
"22","22","~1 ~ 1 ~ Biotic ~ Biotic",NA,NA,NA,NA,-1.75918286236647,0.663735183628709,NA,NA,NA,NA,NA,NA,-1.40741989890218,1.53878624019915,2.92632936591836,2.06945575984453,NA,NA,NA,NA,NA,NA,NA,NA,-0.163622745675408,0.337662666636418,-1.61935854384869,0.390660928503771,NA,NA,NA,NA,NA,NA,NA,NA,-0.734526124314114,0.467700529575612,0,191.062017625151,97.8623148926794,6,30,207.724629785359,22.5787182212639,1.1614487151135e-06,NA,0.99998752633882
"25","25","~Elevation ~ 1 ~ Biotic ~ Biotic",NA,NA,NA,NA,-1.87161470463308,0.719557861735217,NA,NA,NA,NA,NA,NA,-1.58729907465174,1.77467100675407,2.83048842355339,2.09769802561505,NA,NA,NA,NA,NA,NA,NA,NA,-0.199633060113035,0.356721717532406,-1.6184535902057,0.395868572101181,NA,NA,NA,NA,NA,NA,0.836742440414699,0.720966618174334,-0.612031243188934,0.516105137188419,0,211.83907730041,97.0615809206734,7,30,208.123161841347,22.9772502772518,9.51611981480246e-07,NA,0.999988477950801
